             x=-,0.104, y=0.413, z,=0.960 m (x-r,i        Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
             x=-,0.104, y=0.413, z,=0.960 m (x-r,ight, y-fwd, z-up,)
,,,,,,,,
Body to Sensor R,otations:
,,,,,,,,,,,
             xRo,t=0.000, yRot=90.,000, zRot=180,.000 degrees (Rot,ate IMU into Vehi,cle Frame)
,,,,,,,

,,,,,,,,,,,,
        Latitude,        Longitude,        H-Ell,         Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
      (+/-D M S),       (+/-D M S),          (m),       (+/-D M S),       (+/-D M S),          (m),         (sec),          (deg),          (deg),          (deg),     (m/s),     (m/s),     (m/s)
  33 01 47.55278,  -97 35 18.53082,     3527.013,   33 01 47.55278,  -97 35 18.53082,     3527.013, 1271010615.00, -163.914946358,  -0.2067804683,  -0.5976522761,    -6.659,   -70.936,     0.260
  33 01 45.25061,  -97 35 18.78399,     3527.156,   33 01 45.25061,  -97 35 18.78399,     3527.156, 1271010616.00, -163.957127511,  -0.4131541365,  -0.3815325958,    -6.509,   -70.995,     0.005
  33 01 42.94659,  -97 35 19.03273,     3527.102,   33 01 42.94659,  -97 35 19.03273,     3527.102, 1271010617.00, -164.086169065,  -0.4473711760,  -0.0746162937,    -6.411,   -71.042,    -0.089
  33 01 40.64078,  -97 35 19.27866,     3526.936,   33 01 40.64078,  -97 35 19.27866,     3526.936, 1271010618.00, -164.169734960,  -0.6218196359,   0.3259213122,    -6.379,   -71.106,    -0.262
  33 01 38.33313,  -97 35 19.52445,     3526.568,   33 01 38.33313,  -97 35 19.52445,     3526.568, 1271010619.00, -164.241578138,  -0.6993694735,   0.9734782122,    -6.410,   -71.155,    -0.448
  33 01 36.02389,  -97 35 19.77352,     3526.119,   33 01 36.02389,  -97 35 19.77352,     3526.119, 1271010620.00, -164.204043672,  -0.6177974722,   1.2866454839,    -6.535,   -71.195,    -0.406
  33 01 33.71395,  -97 35 20.02805,     3525.748,   33 01 33.71395,  -97 35 20.02805,     3525.748, 1271010621.00, -164.140577137,  -0.6319380706,   1.4593063155,    -6.686,   -71.212,    -0.374
  33 01 31.40365,  -97 35 20.28854,     3525.386,   33 01 31.40365,  -97 35 20.28854,     3525.386, 1271010622.00, -163.921483806,  -0.5474382549,   1.6975020596,    -6.848,   -71.208,    -0.321
  33 01 29.09373,  -97 35 20.55728,     3525.077,   33 01 29.09373,  -97 35 20.55728,     3525.077, 1271010623.00, -163.749161020,  -0.6746348855,   2.0013874150,    -7.108,   -71.192,    -0.360
  33 01 26.78474,  -97 35 20.83603,     3524.644,   33 01 26.78474,  -97 35 20.83603,     3524.644, 1271010624.00, -163.571779016,  -0.6569419487,   2.4726222832,    -7.396,   -71.151,    -0.459
  33 01 24.47704,  -97 35 21.12668,     3524.197,   33 01 24.47704,  -97 35 21.12668,     3524.197, 1271010625.00, -163.217181166,  -0.7665716933,   1.2222908644,    -7.646,   -71.123,    -0.430
  33 01 22.16889,  -97 35 21.42405,     3523.628,   33 01 22.16889,  -97 35 21.42405,     3523.628, 1271010626.00, -162.926387896,  -0.9626092029,   0.3627911463,    -7.775,   -71.179,    -0.679
  33 01 19.85843,  -97 35 21.72448,     3522.888,   33 01 19.85843,  -97 35 21.72448,     3522.888, 1271010627.00, -163.045425608,  -0.9765435364,   0.2309134506,    -7.821,   -71.264,    -0.772
  33 01 17.54478,  -97 35 22.02546,     3522.140,   33 01 17.54478,  -97 35 22.02546,     3522.140, 1271010628.00, -163.171459134,  -0.9103669111,   0.1107985784,    -7.802,   -71.364,    -0.715
  33 01 15.22791,  -97 35 22.32528,     3521.510,   33 01 15.22791,  -97 35 22.32528,     3521.510, 1271010629.00, -163.093662925,  -0.7829697454,  -0.2136674210,    -7.769,   -71.460,    -0.541
  33 01 12.90831,  -97 35 22.62287,     3521.009,   33 01 12.90831,  -97 35 22.62287,     3521.009, 1271010630.00, -163.147452202,  -0.7058381670,  -0.7902749572,    -7.668,   -71.544,    -0.442
  33 01 10.58559,  -97 35 22.91469,     3520.634,   33 01 10.58559,  -97 35 22.91469,     3520.634, 1271010631.00, -163.286617921,  -0.7041995077,  -1.2711756234,    -7.474,   -71.644,    -0.320
  33 01 08.25923,  -97 35 23.19780,     3520.281,   33 01 08.25923,  -97 35 23.19780,     3520.281, 1271010632.00, -163.617621369,  -0.7419631560,  -1.6177463346,    -7.212,   -71.781,    -0.375
  33 01 05.92830,  -97 35 23.46867,     3519.955,   33 01 05.92830,  -97 35 23.46867,     3519.955, 1271010633.00, -163.767805066,  -0.6780611731,  -1.9055659534,    -6.857,   -71.917,    -0.280
  33 01 03.59304,  -97 35 23.72669,     3519.689,   33 01 03.59304,  -97 35 23.72669,     3519.689, 1271010634.00, -164.091073584,  -0.6407043248,  -1.5956645411,    -6.546,   -72.042,    -0.246
  33 01 01.25395,  -97 35 23.97266,     3519.516,   33 01 01.25395,  -97 35 23.97266,     3519.516, 1271010635.00, -164.400562467,  -0.4956657886,  -1.5282274086,    -6.229,   -72.158,    -0.086
  33 00 58.91171,  -97 35 24.20629,     3519.538,   33 00 58.91171,  -97 35 24.20629,     3519.538, 1271010636.00, -164.656433959,  -0.3104514517,  -1.3951465016,    -5.913,   -72.230,     0.136
  33 00 56.56761,  -97 35 24.42811,     3519.792,   33 00 56.56761,  -97 35 24.42811,     3519.792, 1271010637.00, -164.903075101,  -0.1246183204,  -1.0376437557,    -5.626,   -72.266,     0.367
  33 00 54.22313,  -97 35 24.63986,     3520.279,   33 00 54.22313,  -97 35 24.63986,     3520.279, 1271010638.00, -165.132813988,   0.1055846625,  -0.7432924180,    -5.387,   -72.260,     0.616
  33 00 51.87976,  -97 35 24.84288,     3521.038,   33 00 51.87976,  -97 35 24.84288,     3521.038, 1271010639.00, -165.260829948,   0.2653023775,  -0.5752496263,    -5.162,   -72.198,     0.883
  33 00 49.53864,  -97 35 25.03822,     3522.002,   33 00 49.53864,  -97 35 25.03822,     3522.002, 1271010640.00, -165.357510846,   0.3554515569,  -0.3561161880,    -4.991,   -72.117,     1.039
  33 00 47.20047,  -97 35 25.22720,     3523.017,   33 00 47.20047,  -97 35 25.22720,     3523.017, 1271010641.00, -165.406309662,   0.2476839253,  -0.4514678243,    -4.829,   -72.034,     0.957
  33 00 44.86492,  -97 35 25.41035,     3523.969,   33 00 44.86492,  -97 35 25.41035,     3523.969, 1271010642.00, -165.509075372,   0.4130567337,  -0.4391606908,    -4.682,   -71.940,     0.992
  33 00 42.53250,  -97 35 25.58749,     3525.073,   33 00 42.53250,  -97 35 25.58749,     3525.073, 1271010643.00, -165.741598834,   0.5815464325,  -0.5329710706,    -4.506,   -71.846,     1.221
  33 00 40.20342,  -97 35 25.75682,     3526.229,   33 00 40.20342,  -97 35 25.75682,     3526.229, 1271010644.00, -165.810021454,   0.2710663329,  -0.2850063960,    -4.304,   -71.749,     1.013
  33 00 37.87672,  -97 35 25.92015,     3527.114,   33 00 37.87672,  -97 35 25.92015,     3527.114, 1271010645.00, -165.823394289,   0.1678136086,   0.2480276999,    -4.199,   -71.682,     0.782
  33 00 35.55228,  -97 35 26.08142,     3527.812,   33 00 35.55228,  -97 35 26.08142,     3527.812, 1271010646.00, -165.926016759,   0.1314365182,   0.8426490293,    -4.192,   -71.619,     0.628
  33 00 33.23014,  -97 35 26.24338,     3528.441,   33 00 33.23014,  -97 35 26.24338,     3528.441, 1271010647.00, -165.855181987,   0.1898724837,   1.2893441151,    -4.244,   -71.530,     0.637
  33 00 30.91096,  -97 35 26.40910,     3529.098,   33 00 30.91096,  -97 35 26.40910,     3529.098, 1271010648.00, -165.729933413,   0.2538775990,   1.5452958214,    -4.379,   -71.435,     0.679
  33 00 28.59510,  -97 35 26.57967,     3529.794,   33 00 28.59510,  -97 35 26.57967,     3529.794, 1271010649.00, -165.372138459,   0.2244676754,   0.6157405537,    -4.453,   -71.340,     0.710
  33 00 26.28194,  -97 35 26.75261,     3530.454,   33 00 26.28194,  -97 35 26.75261,     3530.454, 1271010650.00, -165.443849857,   0.1506535227,   1.0100386491,    -4.533,   -71.262,     0.602
  33 00 23.97128,  -97 35 26.92837,     3531.064,   33 00 23.97128,  -97 35 26.92837,     3531.064, 1271010651.00, -165.463061131,   0.2810873647,   1.0485471426,    -4.599,   -71.187,     0.644
  33 00 21.66347,  -97 35 27.10689,     3531.793,   33 00 21.66347,  -97 35 27.10689,     3531.793, 1271010652.00, -165.345536028,   0.3655069662,   1.1164311821,    -4.678,   -71.079,     0.796
  33 00 19.35910,  -97 35 27.28878,     3532.637,   33 00 19.35910,  -97 35 27.28878,     3532.637, 1271010653.00, -165.224183567,   0.4779384744,   1.2264276196,    -4.770,   -70.976,     0.896
  33 00 17.05890,  -97 35 27.47459,     3533.591,   33 00 17.05890,  -97 35 27.47459,     3533.591, 1271010654.00, -165.111694764,   0.1415033867,   1.3541112643,    -4.888,   -70.829,     0.903
  33 00 14.76149,  -97 35 27.66495,     3534.008,   33 00 14.76149,  -97 35 27.66495,     3534.008, 1271010655.00, -165.013220507,  -0.5665750453,   1.3942698761,    -5.009,   -70.818,    -0.030
  33 00 12.46374,  -97 35 27.86152,     3533.762,   33 00 12.46374,  -97 35 27.86152,     3533.762, 1271010656.00, -164.930846365,  -0.5988153804,   1.8639692174,    -5.223,   -70.836,    -0.375
  33 00 10.16543,  -97 35 28.06726,     3533.382,   33 00 10.16543,  -97 35 28.06726,     3533.382, 1271010657.00, -164.825233055,  -0.5559294895,   2.0019088066,    -5.462,   -70.843,    -0.360
  33 00 07.86658,  -97 35 28.28217,     3532.920,   33 00 07.86658,  -97 35 28.28217,     3532.920, 1271010658.00, -164.457096212,  -0.9382470374,   0.9810297960,    -5.673,   -70.896,    -0.639
  33 00 05.56520,  -97 35 28.50317,     3532.237,   33 00 05.56520,  -97 35 28.50317,     3532.237, 1271010659.00, -164.340207092,  -0.9158100102,   0.1153879704,    -5.778,   -70.986,    -0.668
  33 00 03.25999,  -97 35 28.72522,     3531.514,   33 00 03.25999,  -97 35 28.72522,     3531.514, 1271010660.00, -164.515961896,  -1.0791029818,  -0.3145137225,    -5.742,   -71.130,    -0.783
  33 00 00.94955,  -97 35 28.94462,     3530.691,   33 00 00.94955,  -97 35 28.94462,     3530.691, 1271010661.00, -164.645123772,  -1.0690303837,  -0.5221536274,    -5.650,   -71.309,    -0.828
  32 59 58.63347,  -97 35 29.15966,     3529.885,   32 59 58.63347,  -97 35 29.15966,     3529.885, 1271010662.00, -164.805804056,  -1.0698955500,  -0.6334163017,    -5.512,   -71.476,    -0.775
  32 59 56.31174,  -97 35 29.36963,     3529.082,   32 59 56.31174,  -97 35 29.36963,     3529.082, 1271010663.00, -164.991568432,  -1.1455603564,  -0.2082415106,    -5.408,   -71.646,    -0.834
  32 59 53.98472,  -97 35 29.57617,     3528.249,   32 59 53.98472,  -97 35 29.57617,     3528.249, 1271010664.00, -164.964490447,  -1.0671396230,  -0.0434817671,    -5.335,   -71.808,    -0.806
  32 59 51.65331,  -97 35 29.78131,     3527.498,   32 59 51.65331,  -97 35 29.78131,     3527.498, 1271010665.00, -164.978459158,  -1.2217637432,  -0.1791810913,    -5.329,   -71.918,    -0.777
  32 59 49.31718,  -97 35 29.98425,     3526.655,   32 59 49.31718,  -97 35 29.98425,     3526.655, 1271010666.00, -164.977639828,  -1.1128788438,  -0.9234532671,    -5.193,   -72.097,    -0.804
  32 59 46.97578,  -97 35 30.18161,     3525.927,   32 59 46.97578,  -97 35 30.18161,     3525.927, 1271010667.00, -165.285604643,  -1.0433847928,  -0.7481339114,    -5.060,   -72.251,    -0.670
  32 59 44.62957,  -97 35 30.37273,     3525.286,   32 59 44.62957,  -97 35 30.37273,     3525.286, 1271010668.00, -165.491250655,  -1.1150732721,  -0.6995470904,    -4.872,   -72.385,    -0.651
  32 59 42.27858,  -97 35 30.55747,     3524.601,   32 59 42.27858,  -97 35 30.55747,     3524.601, 1271010669.00, -165.583256218,  -1.0045497135,  -0.6921616644,    -4.722,   -72.541,    -0.656
  32 59 39.92316,  -97 35 30.73611,     3524.056,   32 59 39.92316,  -97 35 30.73611,     3524.056, 1271010670.00, -165.636266273,  -0.8602159153,  -0.6575091770,    -4.569,   -72.661,    -0.452
  32 59 37.56431,  -97 35 30.90913,     3523.631,   32 59 37.56431,  -97 35 30.90913,     3523.631, 1271010671.00, -165.780216189,  -0.9282202760,  -0.4983930677,    -4.425,   -72.753,    -0.432
  32 59 35.20233,  -97 35 31.07745,     3523.177,   32 59 35.20233,  -97 35 31.07745,     3523.177, 1271010672.00, -165.941429324,  -0.9189440893,  -0.2619964110,    -4.326,   -72.855,    -0.455
  32 59 32.83746,  -97 35 31.24228,     3522.765,   32 59 32.83746,  -97 35 31.24228,     3522.765, 1271010673.00, -166.061578574,  -0.8338655863,  -0.0353916030,    -4.242,   -72.935,    -0.365
  32 59 30.47043,  -97 35 31.40478,     3522.426,   32 59 30.47043,  -97 35 31.40478,     3522.426, 1271010674.00, -166.119223858,  -0.8070740798,   0.2719773358,    -4.212,   -72.979,    -0.317
  32 59 28.10207,  -97 35 31.56680,     3522.126,   32 59 28.10207,  -97 35 31.56680,     3522.126, 1271010675.00, -166.203013206,  -0.7801966296,   1.0874681656,    -4.232,   -73.017,    -0.298
  32 59 25.73344,  -97 35 31.73241,     3521.850,   32 59 25.73344,  -97 35 31.73241,     3521.850, 1271010676.00, -166.170898921,  -0.6709736851,   2.0246093945,    -4.402,   -72.998,    -0.238
  32 59 23.36598,  -97 35 31.90627,     3521.636,   32 59 23.36598,  -97 35 31.90627,     3521.636, 1271010677.00, -165.754020559,  -0.7923204166,   1.4011568288,    -4.602,   -72.956,    -0.230
  32 59 20.99953,  -97 35 32.08830,     3521.363,   32 59 20.99953,  -97 35 32.08830,     3521.363, 1271010678.00, -165.605819296,  -0.7277366139,   2.0795732357,    -4.873,   -72.923,    -0.288
  32 59 18.63488,  -97 35 32.28124,     3521.166,   32 59 18.63488,  -97 35 32.28124,     3521.166, 1271010679.00, -165.560120182,  -0.5146994465,   2.3199863266,    -5.145,   -72.851,    -0.091
  32 59 16.27296,  -97 35 32.48505,     3521.201,   32 59 16.27296,  -97 35 32.48505,     3521.201, 1271010680.00, -165.242747400,  -0.3134021844,   2.5117209231,    -5.444,   -72.743,     0.171
  32 59 13.91519,  -97 35 32.70143,     3521.496,   32 59 13.91519,  -97 35 32.70143,     3521.496, 1271010681.00, -164.993321683,  -0.1979798365,   2.8104381992,    -5.796,   -72.601,     0.388
  32 59 11.56259,  -97 35 32.93121,     3521.884,   32 59 11.56259,  -97 35 32.93121,     3521.884, 1271010682.00, -164.659579497,  -0.1785164602,   2.9908225018,    -6.144,   -72.433,     0.379
  32 59 09.21555,  -97 35 33.17529,     3522.281,   32 59 09.21555,  -97 35 33.17529,     3522.281, 1271010683.00, -164.274849797,  -0.1287321574,   3.2054467623,    -6.541,   -72.247,     0.417
  32 59 06.87474,  -97 35 33.43533,     3522.736,   32 59 06.87474,  -97 35 33.43533,     3522.736, 1271010684.00, -163.932925773,  -0.0970246730,   3.4539041806,    -6.967,   -72.057,     0.474
  32 59 04.54071,  -97 35 33.71256,     3523.214,   32 59 04.54071,  -97 35 33.71256,     3523.214, 1271010685.00, -163.519720071,  -0.1164422127,   3.7612043644,    -7.437,   -71.831,     0.466
  32 59 02.21384,  -97 35 34.00886,     3523.643,   32 59 02.21384,  -97 35 34.00886,     3523.643, 1271010686.00, -163.106926898,  -0.1649545492,   4.1829184904,    -7.961,   -71.609,     0.392
  32 58 59.89439,  -97 35 34.32646,     3523.993,   32 58 59.89439,  -97 35 34.32646,     3523.993, 1271010687.00, -162.599080026,  -0.1759037727,   4.5454346170,    -8.550,   -71.380,     0.316
  32 58 57.58296,  -97 35 34.66786,     3524.311,   32 58 57.58296,  -97 35 34.66786,     3524.311, 1271010688.00, -162.043815168,  -0.1713258399,   4.7541230347,    -9.184,   -71.109,     0.321
  32 58 55.28022,  -97 35 35.03452,     3524.602,   32 58 55.28022,  -97 35 35.03452,     3524.602, 1271010689.00, -161.399948116,  -0.1446489250,   4.9761957465,    -9.870,   -70.839,     0.289
  32 58 52.98697,  -97 35 35.42800,     3524.882,   32 58 52.98697,  -97 35 35.42800,     3524.882, 1271010690.00, -160.833613713,  -0.1895802753,   5.1319772414,   -10.565,   -70.537,     0.241
  32 58 50.70334,  -97 35 35.84839,     3525.069,   32 58 50.70334,  -97 35 35.84839,     3525.069, 1271010691.00, -160.151902799,  -0.2782397645,   5.2783851468,   -11.272,   -70.239,     0.128
  32 58 48.42967,  -97 35 36.29729,     3525.160,   32 58 48.42967,  -97 35 36.29729,     3525.160, 1271010692.00, -159.500163307,  -0.2854819510,   5.5633457062,   -12.051,   -69.924,     0.065
  32 58 46.16674,  -97 35 36.77644,     3525.207,   32 58 46.16674,  -97 35 36.77644,     3525.207, 1271010693.00, -158.895148523,  -0.2991871015,   5.7966312021,   -12.839,   -69.579,     0.027
  32 58 43.91502,  -97 35 37.28674,     3525.211,   32 58 43.91502,  -97 35 37.28674,     3525.211, 1271010694.00, -158.188410812,  -0.3255431600,   6.0246282975,   -13.669,   -69.226,    -0.018
  32 58 41.67529,  -97 35 37.82979,     3525.185,   32 58 41.67529,  -97 35 37.82979,     3525.185, 1271010695.00, -157.471342673,  -0.2908161881,   6.2745352990,   -14.541,   -68.848,    -0.036
  32 58 39.44833,  -97 35 38.40660,     3525.165,   32 58 39.44833,  -97 35 38.40660,     3525.165, 1271010696.00, -156.712259538,  -0.2690667102,   6.4301162587,   -15.423,   -68.432,    -0.014
  32 58 37.23498,  -97 35 39.01798,     3525.156,   32 58 37.23498,  -97 35 39.01798,     3525.156, 1271010697.00, -155.893577333,  -0.2894353598,   6.5864821705,   -16.334,   -68.011,    -0.021
  32 58 35.03583,  -97 35 39.66441,     3525.125,   32 58 35.03583,  -97 35 39.66441,     3525.125, 1271010698.00, -154.969682888,  -0.3366012455,   6.7965571461,   -17.256,   -67.557,    -0.058
  32 58 32.85198,  -97 35 40.34781,     3525.055,   32 58 32.85198,  -97 35 40.34781,     3525.055, 1271010699.00, -154.147671799,  -0.3564828810,   7.1046766596,   -18.245,   -67.064,    -0.084
  32 58 30.68427,  -97 35 41.06928,     3524.947,   32 58 30.68427,  -97 35 41.06928,     3524.947, 1271010700.00, -153.281772142,  -0.3918744840,   7.2647954450,   -19.234,   -66.569,    -0.140
  32 58 28.53326,  -97 35 41.82936,     3524.784,   32 58 28.53326,  -97 35 41.82936,     3524.784, 1271010701.00, -152.383437345,  -0.3679706848,   7.4598130898,   -20.252,   -66.030,    -0.171
  32 58 26.40007,  -97 35 42.62905,     3524.644,   32 58 26.40007,  -97 35 42.62905,     3524.644, 1271010702.00, -151.094574514,  -0.3450867504,   3.0541687157,   -21.167,   -65.531,    -0.044
  32 58 24.27687,  -97 35 43.44944,     3524.672,   32 58 24.27687,  -97 35 43.44944,     3524.672, 1271010703.00, -149.731977745,  -0.3061141612,  -3.4523973016,   -21.311,   -65.442,     0.116
  32 58 22.14999,  -97 35 44.26081,     3524.855,   32 58 22.14999,  -97 35 44.26081,     3524.855, 1271010704.00, -150.712291344,  -0.1949431602,  -8.5005508176,   -20.674,   -65.771,     0.276
  32 58 20.00405,  -97 35 45.02889,     3525.185,   32 58 20.00405,  -97 35 45.02889,     3525.185, 1271010705.00, -152.200589324,  -0.2184630777, -11.8108660452,   -19.136,   -66.578,     0.353
  32 58 17.83033,  -97 35 45.73183,     3525.499,   32 58 17.83033,  -97 35 45.73183,     3525.499, 1271010706.00, -154.430489496,  -0.3993343945, -10.5000589310,   -17.422,   -67.417,     0.273
  32 58 15.63004,  -97 35 46.36952,     3525.730,   32 58 15.63004,  -97 35 46.36952,     3525.730, 1271010707.00, -155.968732207,  -0.5254653235,  -8.5148174667,   -15.802,   -68.186,     0.155
  32 58 13.40787,  -97 35 46.95189,     3525.850,   32 58 13.40787,  -97 35 46.95189,     3525.850, 1271010708.00, -156.827091739,  -0.3951861800,  -6.4250799597,   -14.550,   -68.768,     0.124
  32 58 11.16998,  -97 35 47.49224,     3526.046,   32 58 11.16998,  -97 35 47.49224,     3526.046, 1271010709.00, -157.581579752,  -0.2177812579,  -6.7029243833,   -13.528,   -69.188,     0.290
  32 58 08.91768,  -97 35 47.99038,     3526.426,   32 58 08.91768,  -97 35 47.99038,     3526.426, 1271010710.00, -158.032033441,  -0.0498759761,  -8.6312711385,   -12.333,   -69.665,     0.468
  32 58 06.64962,  -97 35 48.43835,     3526.957,   32 58 06.64962,  -97 35 48.43835,     3526.957, 1271010711.00, -159.370938406,   0.0263216811, -10.2468688814,   -10.897,   -70.174,     0.596
  32 58 04.36336,  -97 35 48.82380,     3527.599,   32 58 04.36336,  -97 35 48.82380,     3527.599, 1271010712.00, -160.860565648,   0.1108787925, -11.6672713625,    -9.107,   -70.768,     0.700
  32 58 02.05787,  -97 35 49.13679,     3528.318,   32 58 02.05787,  -97 35 49.13679,     3528.318, 1271010713.00, -162.547433611,   0.1018890847, -12.3504605079,    -7.162,   -71.360,     0.720
  32 57 59.73350,  -97 35 49.37134,     3529.089,   32 57 59.73350,  -97 35 49.37134,     3529.089, 1271010714.00, -164.426746638,   0.1629549265, -11.2035422415,    -5.074,   -71.908,     0.813
